id,address,apn,permits,net_units,vli_units,status,app_filed_date,app_complete_date,entitled_date,bp_issued_date,co_date,density_bonus,sb35_flag,sb330_flag,ab2011_flag,developer,architect,construction_status,milestone_achieved
140,2136 SAN PABLO Ave,,,125,10,entitled,2021-03-18,,2024-05-22,,,,,,,Allrise Capital,Trachtenberg Architects,,Entitled
122,2530 BANCROFT Way,,,110,11,entitled,2024-03-12,,2024-12-27,,,,,,,Landmark Properties,,,Entitled
126,2427 San Pablo,,,78,0,completed,2022-10-05,,2024-09-16,,,,,,,,Studio KDA,,Entitled
123,2037 DURANT Ave,,,74,4,entitled,2024-03-29,,2024-06-19,,,,,,,,Studio KDA,,Entitled
147,2300 ELLSWORTH St,,,69,0,under_construction,2023-03-03,,2024-10-21,2025-09-04,,,,,,Riaz Capital,Trachtenberg Architects,,Entitled
116,2462 BANCROFT Way,,,66,3,entitled,2023-08-18,,2024-07-01,,,,,,,,Studio KDA,,Entitled
144,2127 DWIGHT Way,,,58,8,withdrawn,2024-01-01,,2024-10-07,,,,,,,Riaz Capital,Trachtenberg Architects,,Entitled
128,2833 Seventh St,,,3,0,entitled,2023-09-21,,2024-05-07,,,,,,,,,,Entitled
129,1614 Sixth St,,,3,0,completed,2024-01-25,,2024-10-17,2025-08-29,,,,,,,,,Entitled
127,2820 San Pablo,,,1,0,entitled,2022-05-06,,2024-12-06,,,,,,,Cork-Mayo Investments,Studio KDA,,Entitled
