JURS_TRACKING_ID,STREET_ADDRESS,APN,UNIT_CAT,co_units_d5,bp_units_d5
B2022-03033,1617 TYLER St,053 160701400,ADU,0.0,0.0
B2022-01590,1616 JULIA St,053 160803100,SFD,0.0,0.0
B2021-05463,1615 JULIA St,053 160901700,SFD,0.0,-1.0
B2022-02537,1646 RUSSELL St,053 160903300,SFD,-1.0,-1.0
B2022-03227,1549 ASHBY Ave,053 161100700,SFD,0.0,0.0
B2022-02942,1517 TYLER St,053 161201400,SFD,0.0,0.0
B2022-04528,1536 TYLER St,053 161302300,ADU,0.0,0.0
B2022-05763,2905 ACTON St,053 161902100,ADU,0.0,0.0
B2020-03397,2909 ACTON St,053 161902200,SFD,0.0,0.0
B2022-05766,2900 ACTON St,053 162100900,ADU,0.0,0.0
B2022-05764,2904 ACTON St,053 162101000,ADU,0.0,0.0
B2022-05762,2914 ACTON St,053 162300102,ADU,0.0,0.0
B2022-05756,2916 ACTON St,053 162300103,ADU,0.0,0.0
B2022-00438,3016 ACTON St,053 162400500,SFD,-1.0,-1.0
B2022-04249,1306 CARRISON St,053 162502100,ADU,0.0,0.0
B2022-00634,1240 CARRISON St,053 162604200,SFD,0.0,-1.0
B2022-06000,1225 CARRISON St,053 162701700,SFD,0.0,-1.0
B2022-03906,1236 RUSSELL St,053 162903300,ADU,-1.0,-1.0
B2021-04697,1224 OREGON St,053 166400200,SFD,0.0,0.0
B2022-04364,2836 STANTON St,053 166900500,ADU,0.0,0.0
B2019-04278,2873 SACRAMENTO St,053 167201200,SFD,0.0,0.0
B2021-05749,1639 OREGON St,053 167400500,SFD,0.0,0.0
B2022-04445,2817 CALIFORNIA St,053 167401600,ADU,0.0,0.0
B2022-04501,2178 OREGON St,053 168603600,SFD,-1.0,-1.0
B2022-03805,2211 OREGON St,053 168801500,ADU,0.0,0.0
B2021-05074,2230 STUART St,053 168803000,SFD,0.0,0.0
B2022-02966,2308 STUART St,053 168902400,ADU,0.0,0.0
B2022-02631,2305 RUSSELL St,053 169001400,SFD,0.0,0.0
B2021-01566,2816 HILLEGASS Ave,053 169300700,SFD,0.0,0.0
B2022-00996,2830 BENVENUE Ave,053 169401200,SFD,0.0,0.0
B2022-05216,2926 AVALON Ave,053 170103900,ADU,0.0,0.0
B2022-03120,2813 KELSEY St,053 170105403,SFD,0.0,0.0
B2022-02241,2805 RUSSELL St,053169801500,SFD,-1.0,-1.0
B2022-04351,2901 GARBER St,054 170203100,SFD,0.0,-1.0
B2022-00316,2910 FOREST Ave,054 170203400,SFD,0.0,-1.0
B2021-01263,2701 CLAREMONT Blvd,054 170204000,SFD,0.0,0.0
B2022-03615,2970 AVALON Ave,054 170209200,ADU,0.0,0.0
B2022-05341,2840 CLAREMONT Blvd,054 170209301,ADU,0.0,-1.0
B2022-01650,2703 FOREST Ave,054 170801400,SFD,0.0,-4.0
B2022-03395,2337 WARD St,054 171503400,ADU,0.0,0.0
B2022-04361,2205 STUART St,054 171701400,ADU,0.0,0.0
B2022-04607,2220 WARD St,054 171702300,ADU,0.0,0.0
B2021-01645,2703 FULTON St,054 171802300,SFD,0.0,0.0
B2022-04599,1911 STUART St,054 172501400,ADU,0.0,0.0
B2021-01651,1641 STUART St,054 173000500,SFD,0.0,0.0
B2022-06056,1623 STUART St,054 173003800,ADU,0.0,0.0
B2021-03437,1630 DERBY St,054 173103400,SFD,0.0,0.0
B2021-05437,1410 DERBY St,054 173600300,SFD,-1.0,-1.0
B2022-03145,2742 ACTON St,054 174100900,ADU,0.0,0.0
B2022-02122,2704 WALLACE St,054 174200500,SFD,0.0,-1.0
B2022-04898,1237 OREGON St,054 174208900,ADU,0.0,0.0
B2022-02114,2700 SAN PABLO Ave,054 174404600,SFD,0.0,-20.0
B2022-03674,1304 DWIGHT Way,054 178302100,ADU,0.0,0.0
B2022-04417,1308 DWIGHT Way,054 178302300,ADU,0.0,0.0
B2021-00951,2526 MATHEWS St,054 178400100,SFD,0.0,0.0
B2021-01619,1137 PARKER St,054 178400500,SFD,0.0,0.0
B2022-04454,1227 DERBY St,054 178700400,ADU,0.0,0.0
B2022-01338,1223 PARKER St,054 178900600,SFD,0.0,0.0
B2022-04734,1332 BLAKE St,054 179002400,SFD,0.0,0.0
B2021-01892,1321 DERBY St,054 179201300,SFD,0.0,0.0
B2022-04592,1308 CARLETON St,054 179202400,SFD,-1.0,-1.0
B2022-03455,1436 CARLETON St,054 179302500,SFD,0.0,0.0
B2022-00289,1418 BLAKE St,054 179502200,SFD,-1.0,-1.0
B2022-04645,1530 BLAKE St,054 180002700,SFD,0.0,-1.0
B2022-02908,1721 BLAKE St,054 180701300,SFD,0.0,0.0
B2022-03023,1722 DWIGHT Way,054 180702800,ADU,0.0,0.0
B2022-02312,1733 BLAKE St,054 180703500,SFD,0.0,0.0
B2020-00618,1727 PARKER St,054 180801300,SFD,0.0,0.0
B2022-05445,2633 GRANT St,054 181101300,ADU,0.0,-1.0
B2022-01697,1343 PARKER St,054-1790-003,SFD,0.0,0.0
B2022-00465,2008 PARKER St,055 182001700,SFD,-2.0,-2.0
B2022-04755,2010 PARKER St,055 182001800,ADU,0.0,0.0
B2022-04155,2023 PARKER St,055 182101100,ADU,0.0,0.0
B2022-02357,2530 SHATTUCK Ave,055 182200600,SFD,-2.0,-2.0
B2022-04591,2233 PARKER St,055 182900600,SFD,0.0,-1.0
B2022-00995,2537 FULTON St,055 182901400,SFD,0.0,0.0
B2022-03194,2222 BLAKE St,055 182902200,SFD,0.0,0.0
B2019-05334,2410 BLAKE St,055 183702600,SFD,0.0,0.0
B2022-01510,2510 REGENT St,055 183900400,SFD,-1.0,-1.0
B2022-01735,2512 PARKER St,055 184100300,SFD,0.0,-1.0
B2022-04799,2600 HILLEGASS Ave,055 184100400,ADU,0.0,0.0
B2022-03771,2617 HILLEGASS Ave,055 184402600,ADU,0.0,0.0
B2022-03498,2540 COLLEGE Ave,055 184601501,ADU,0.0,0.0
B2022-00658,2611 PIEDMONT Ave,055 185205200,SFD,-4.0,-4.0
B2022-04720,350 PANORAMIC Way,055 185903700,ADU,0.0,0.0
B2016-01907,2430 PIEDMONT Ave,055 186700100,SFD,0.0,0.0
B2022-02911,2424 HASTE St,055 188101701,ADU,0.0,0.0
B2022-03255,2308 DURANT Ave,055 188401300,ADU,0.0,0.0
B2021-02569,,055 189200201,SFD,0.0,0.0
B2021-05215,2125 CHANNING Way,055 189200800,SFD,-4.0,-4.0
B2021-03302,2352 SHATTUCK Ave,055 189504100,SFD,0.0,0.0
B2022-03342,1814 CHANNING Way,055 190300200,ADU,0.0,0.0
B2022-05926,1825 CHANNING Way,055 190401500,ADU,0.0,0.0
B2022-04718,1729 CHANNING Way,055 190502200,ADU,0.0,0.0
B2022-00585,1727 CHANNING Way,055 190502300,SFD,-3.0,-3.0
B2022-04328,1715 DWIGHT Way,055 190701600,SFD,-1.0,-1.0
B2022-03149,1648 BANCROFT Way,055 190900602,ADU,0.0,0.0
B2022-04120,2306 EDWARDS St,056 191600700,ADU,0.0,0.0
B2022-03629,2308 EDWARDS St,056 191600800,ADU,0.0,0.0
B2022-05130,1351 CHANNING Way,056 191701900,ADU,0.0,0.0
B2022-03946,2404 EDWARDS St,056 191900400,ADU,-1.0,-1.0
B2022-00504,1351 DWIGHT Way,056 192101300,SFD,0.0,-1.0
B2021-00142,2327 BROWNING St,056 192403001,SFD,0.0,0.0
B2022-04004,2340 BROWNING St,056 192501500,ADU,0.0,0.0
B2021-00248,2430 BONAR St,056 193101500,SFD,0.0,0.0
B2021-01965,2427 BROWNING St,056 193102900,SFD,0.0,0.0
B2020-02718,2417 BROWNING St,056 193103201,SFD,0.0,0.0
B2022-01341,2320 EIGHTH St,056 193801000,SFD,-1.0,-1.0
B2021-05202,2327 SEVENTH St,056 193802800,SFD,0.0,0.0
B2022-05673,2330 SEVENTH St,056 194101000,ADU,0.0,0.0
B2022-03179,806 CHANNING Way,056 194300300,SFD,0.0,-1.0
B2019-02824,739 CHANNING Way,056 194500704,SFD,0.0,0.0
B2022-04862,2128 SEVENTH St,056 196501200,SFD,0.0,-1.0
B2022-02332,2131 SIXTH St,056 196501700,SFD,-1.0,-1.0
B2022-06018,830 ADDISON St,056 196502600,ADU,0.0,0.0
B2017-05272,2229 SEVENTH St,056 196902800,SFD,0.0,0.0
B2013-02910,1020 ADDISON ST,056 197400601,SFD,0.0,0.0
B2021-04639,1141 ADDISON St,056 197900500,SFD,-1.0,-1.0
B2021-01051,2212 BROWNING St,056 198700800,SFD,0.0,0.0
B2022-01242,2231 BROWNING St,056 198802600,SFD,-1.0,-1.0
B2022-04178,1355 ADDISON St,056 199500700,ADU,0.0,0.0
B2021-02762,2120 SPAULDING Ave,056 200000800,SFD,0.0,0.0
B2022-05439,2117 SPAULDING Ave,056 200203300,ADU,0.0,0.0
B2022-04100,1515 ADDISON St,056 200303300,ADU,0.0,-1.0
B2022-03877,1823 ALLSTON Way,057 201501600,ADU,0.0,0.0
B2020-03262,2111 GRANT St,057 201502900,SFD,0.0,0.0
B2022-05761,2201 MCKINLEY Ave,057 201800100,ADU,0.0,0.0
B2021-00839,2180 MILVIA St,057 202100100,SFD,0.0,0.0
B2022-05717-REV01,1947 CENTER St,057 202200600,ADU,0.0,0.0
B2016-03022,2020 KITTREDGE St,057 202801402,SFD,0.0,0.0
B2017-02450,2129 SHATTUCK Ave,057 203200503,SFD,0.0,0.0
B2018-04001,1930 WALNUT St,057 204600804,SFD,-6.0,0.0
B2022-03357,2107 HEARST Ave,057 204901000,ADU,0.0,0.0
B2022-01482,1915 MILVIA St,057 205102500,SFD,0.0,0.0
B2022-04623,1945 BERKELEY Way,057 205602300,ADU,0.0,-92.0
B2022-01636,1906 DELAWARE St,057 205700200,SFD,0.0,-1.0
B2022-04644,1732 HEARST Ave,057 206204700,ADU,0.0,0.0
B2021-01514,1528 BERKELEY Way,057 207101600,SFD,0.0,0.0
B2017-04104,1800 SACRAMENTO St,057 207600800,SFD,0.0,0.0
B2022-05857,1812 SACRAMENTO St,057 207602800,ADU,0.0,0.0
B2017-02509,1819 ACTON St,057 207702300,SFD,0.0,0.0
B2022-03029,1246 BERKELEY Way,057 208102200,SFD,0.0,-3.0
B2022-04879,1904 CHESTNUT St,057 208300800,ADU,0.0,0.0
B2022-01746,1924 EIGHTH St,057 209302400,SFD,0.0,0.0
B2022-02717,1823 SIXTH St,057 209501200,SFD,0.0,0.0
B2022-04864,917 VIRGINIA St,058 212101600,ADU,0.0,0.0
B2022-00084,913 VIRGINIA St,058 212101800,SFD,0.0,-2.0
B2022-05772,1010 CEDAR St,058 212500400,ADU,0.0,0.0
B2022-04294,1716 TENTH St,058 212600800,ADU,0.0,-1.0
B2022-00411,1735 NINTH St,058 212602200,SFD,-1.0,-1.0
B2022-04043,1701 TENTH St,058 212700100,ADU,0.0,0.0
B2022-01502,1647 TENTH St,058 212801800,SFD,0.0,0.0
B2022-05598,1298 VIRGINIA St,058 213300700,ADU,0.0,0.0
B2022-02547,1657 Chestnut St,058 213701900,ADU,0.0,1.0
B2021-04594,3 VIRGINIA GARDENS,058 213902900,SFD,0.0,-1.0
B2021-05676,1347 FRANCISCO St,058 214001100,SFD,0.0,0.0
B2022-02541,1728 ACTON St,058 214200800,SFD,-1.0,-1.0
B2022-02891,1731 SACRAMENTO St,058 215002100,ADU,0.0,0.0
B2022-05104,1708 CALIFORNIA St,058 215200700,ADU,0.0,0.0
B2022-04278,1528 CEDAR St,058 215403100,ADU,0.0,0.0
B2022-04175,1630 MCGEE Ave,058 215600100,ADU,0.0,0.0
B2022-06054,1645 VIRGINIA St,058 215600600,ADU,0.0,0.0
B2021-02726,1613 VIRGINIA St,058 215601500,SFD,0.0,0.0
B2022-02081,1604 VIRGINIA St,058 215702000,SFD,0.0,0.0
B2021-05150,1608 VIRGINIA St,058 215702100,SFD,0.0,0.0
B2022-03816,1735 CALIFORNIA St,058 215802300,SFD,0.0,0.0
B2021-04788,1710 VIRGINIA St,058 216002200,SFD,0.0,0.0
B2018-03675,1610 M L KING JR Way,058 216601000,SFD,0.0,0.0
B2022-03664,1805 DELAWARE St,058 216801700,ADU,0.0,0.0
B2022-04090,1812 FRANCISCO St,058 216802400,ADU,0.0,0.0
B2022-04453,1908 VIRGINIA St,058 217002200,ADU,0.0,-1.0
B2009-04743,1636 MILVIA ST,058 217201100,SFD,0.0,0.0
B2022-05010,1619 WALNUT St,058 217902500,ADU,0.0,0.0
B2022-01783,1830 ARCH St,058 218204900,SFD,-1.0,-1.0
B2022-04606,1625 OXFORD St,058 218302200,ADU,0.0,-8.0
B2022-05411,1601 ARCH St,058 218601400,ADU,0.0,0.0
B2022-02135,2369 LE CONTE Ave,058 218900200,SFD,0.0,-9.0
B2022-02121,2363 LE CONTE Ave,058 218900300,SFD,0.0,0.0
B2022-03237,2481 HILGARD Ave,058 219500400,ADU,0.0,0.0
B2022-02814,2443 HILGARD Ave,058 219504100,ADU,0.0,0.0
B2022-00106,1645 SCENIC Ave,058 219504600,SFD,-1.0,-1.0
B2022-04767,2510 LE CONTE Ave,058 219901400,SFD,0.0,-13.0
B2022-00349,2683 LE CONTE Ave,058 220600300,SFD,0.0,-1.0
B2022-05022,1675 LA LOMA Ave,058 220800105,ADU,0.0,0.0
B2022-00967,2694 HILGARD Ave,058 220900800,SFD,-2.0,-2.0
B2021-03847,2895 BUENA VISTA Way,058 224201101,SFD,1.0,0.0
B2022-05869,2733 BUENA VISTA Way,058 224203803,ADU,0.0,0.0
B2021-05572,1590 LA VEREDA Rd,058 224211400,SFD,0.0,-1.0
B2022-01750,1485 LE ROY Ave,058 224402200,SFD,0.0,-1.0
B2022-00246,1530 LA LOMA Ave,058 224501101,SFD,0.0,0.0
B2022-04647,1554 LE ROY Ave,058 224603600,ADU,-1.0,-1.0
B2022-00474,1404 LE ROY Ave,059 224800400,SFD,-1.0,-1.0
B2022-03270,1560 EUCLID Ave,059 225001700,ADU,0.0,0.0
B2021-04533,1492 SCENIC Ave,059 225302903,SFD,0.0,-1.0
B2019-03403,2265 VINE St,059 225401700,SFD,0.0,0.0
B2020-02184,1418 HENRY St,059 226500800,SFD,0.0,0.0
B2022-02904,1401 MILVIA St,059 226504300,ADU,0.0,0.0
B2021-01102,1511 M L KING JR Way,059 226803000,SFD,0.0,0.0
B2022-03948,1410 BONITA Ave,059 226900700,ADU,0.0,0.0
B2022-03459,1418 BONITA Ave,059 226900900,SFD,0.0,0.0
B2020-03996,1425 M L KING JR Way,059 226902700,SFD,0.0,0.0
B2022-04594,1433 JOSEPHINE St,059 227002500,ADU,0.0,0.0
B2022-05592,1429 JOSEPHINE St,059 227002600,ADU,0.0,0.0
B2019-01124,1523 GRANT St,059 227202600,SFD,0.0,0.0
B2021-01020,1766 ROSE St,059 227400300,SFD,0.0,0.0
B2022-05343,1438 GRANT St,059 227401700,ADU,0.0,0.0
B2021-03962,1411 EDITH St,059 227403000,SFD,0.0,0.0
B2022-04583,1518 GRANT St,059 227501001,ADU,0.0,-4.0
B2021-01400,1511 EDITH St,059 227503100,SFD,0.0,0.0
B2022-05620,1508 EDITH St,059 227701100,ADU,0.0,0.0
B2022-02825,1618 JAYNES St,059 227801200,ADU,0.0,0.0
B2022-04537,1645 CEDAR St,059 227802000,SFD,0.0,-1.0
B2022-02290,1635 JAYNES St,059 227901401,SFD,0.0,0.0
B2021-01483,1530 BUENA Ave,059 228402200,SFD,0.0,0.0
B2022-01726,1511 CEDAR St,059 228502300,SFD,0.0,0.0
B2022-01810,1527 SACRAMENTO St,059 228503600,SFD,0.0,-1.0
B2022-04334,1509 JUANITA Way,059 228603600,ADU,0.0,0.0
B2021-04974,1375 CEDAR St,059 228605300,SFD,0.0,0.0
B2022-02946,1451 CATHERINE Dr,059 228607400,ADU,-1.0,-1.0
B2021-05173,1556 SACRAMENTO St,059 228611000,SFD,0.0,0.0
B2022-05393,1537 KEONCREST Dr,059 228614000,ADU,0.0,0.0
B2022-04782,1525 KEONCREST Dr,059 228614300,ADU,0.0,0.0
B2022-02386,1609 KAINS Ave,059 228804000,SFD,0.0,0.0
B2022-02347,1612 CORNELL Ave,059 228901500,SFD,0.0,0.0
B2022-03694,1644 CURTIS St,059 229004800,ADU,0.0,0.0
B2021-00311,1630 BELVEDERE Ave,059 229103000,SFD,0.0,0.0
B2022-04740,1652 CHESTNUT St,059 229203100,SFD,0.0,-2.0
B2022-05115,1246 HOPKINS St,059 229301600,ADU,0.0,0.0
B2021-01331,770 PAGE St,059 232500301,SFD,0.0,0.0
B2022-05083,971 JONES St,059 232901500,ADU,0.0,0.0
B2022-04992,963 JONES St,059 232901600,ADU,0.0,0.0
B2021-05221,1455 TENTH St,059 233101600,SFD,0.0,0.0
B2022-02113,1421 NINTH St,059 233301400,SFD,-1.0,-1.0
B2022-04347,1414 EIGHTH St,059 233500500,ADU,0.0,0.0
B2021-05822,917 PAGE St,059 233500901,SFD,-1.0,-1.0
B2022-03231,1348 NEILSON St,060 239101200,SFD,0.0,0.0
B2022-02826,1322 CURTIS St,060 239200500,ADU,0.0,0.0
B2021-00259,1424 CURTIS St,060 239202900,SFD,0.0,0.0
B2021-03115,1441 KAINS Ave,060 239401701,SFD,0.0,0.0
B2022-03294,1414 STANNAGE Ave,060 239700600,ADU,0.0,0.0
B2022-01168,1428 SANTA FE Ave,060 239900800,SFD,-2.0,-2.0
B2022-02019,1343 KAINS Ave,060 240301900,SFD,0.0,0.0
B2022-04764,1321 KAINS Ave,060 240302600,ADU,0.0,-1.0
B2020-04124,1209 KAINS Ave,060 240603200,SFD,0.0,0.0
B2021-00435,1210 CORNELL Ave,060 240700601,SFD,0.0,0.0
B2022-05222,1251 CORNELL Ave,060 240802100,ADU,0.0,0.0
B2021-01317,1205 CORNELL Ave,060 240803300,SFD,0.0,0.0
B2022-04258,1205 TALBOT Ave,060 240902900,SFD,0.0,0.0
B2022-02677,1228 NEILSON St,060 241201000,SFD,0.0,0.0
B2022-04230,1445 NEILSON St,060 241402900,ADU,0.0,0.0
B2022-02972,1209 NEILSON St,060 241501500,ADU,0.0,0.0
B2021-00545,1229 NEILSON St,060 241502700,SFD,0.0,0.0
B2022-00720,1301 PERALTA Ave,060 241603400,SFD,0.0,0.0
B2022-05934,1232 PERALTA Ave,060 241701300,ADU,0.0,0.0
B2022-01069,1375 ADA St,060 242304100,SFD,0.0,0.0
B2021-05618,1511 ROSE St,060 243201100,SFD,0.0,0.0
B2022-03057,1348 MCGEE Ave,060 243301100,SFD,0.0,0.0
B2022-02690,1226 CARLOTTA Ave,060 243501100,SFD,-1.0,-1.0
B2021-05750,1228 CARLOTTA Ave,060 243501200,SFD,-1.0,-1.0
B2021-04350,1238 CARLOTTA Ave,060 243501500,SFD,-1.0,-1.0
B2022-04550,1348 CARLOTTA Ave,060 243801900,ADU,-1.0,-1.0
B2022-05081,1717 ROSE St,060 243802400,ADU,0.0,0.0
B2022-00968,1321 MCGEE Ave,060 243803900,SFD,0.0,0.0
B2022-06091,1234 JOSEPHINE St,060 244500900,ADU,0.0,0.0
B2022-04000,1347 CARLOTTA Ave,060 244503800,ADU,0.0,0.0
B2020-04438,1235 JOSEPHINE St,060 244602400,SFD,0.0,0.0
B2016-01248,1211 JOSEPHINE St,060 244603200,SFD,0.0,0.0
B2022-06031,1334 M L KING JR Way,060 244701200,ADU,0.0,0.0
B2022-00707,1204 WALNUT St,060 245502800,SFD,0.0,0.0
B2022-03460,1208 WALNUT St,060 245502903,SFD,0.0,-1.0
B2019-05569,2241 GLEN Ave,060 246401400,SFD,0.0,0.0
B2022-03225,1271 SPRUCE St,060 246401900,SFD,-1.0,-1.0
B2022-04881,1237 OXFORD St,060 246603600,ADU,0.0,0.0
B2020-01847,1205 OXFORD St,060 246604500,SFD,0.0,0.0
B2022-03014,1347 LA LOMA Ave,060 246908400,ADU,0.0,0.0
B2021-00153,2664 SHASTA Rd,060 246909200,SFD,0.0,0.0
B2021-03272-REV01,77 TAMALPAIS Rd,060 247002000,SFD,0.0,0.0
B2022-03693,23 PARNASSUS Rd,060 247800600,ADU,0.0,0.0
B2022-05697,1414 CAMPUS Dr,060 247801700,ADU,0.0,0.0
B2022-01495,1590 CAMPUS Dr,060 247804200,SFD,-1.0,-1.0
B2022-03619,141 DEL MAR Ave,060 247902100,SFD,0.0,-1.0
B2022-03238,1230 QUEENS Rd,060 248100400,ADU,0.0,0.0
B2022-04146,1 AVENIDA Dr,060 248203800,ADU,0.0,0.0
B2021-04194,6 HARVARD Cir,060 248401000,SFD,0.0,0.0
B2021-01042,17 COLUMBIA Cir,060 248502300,SFD,0.0,0.0
B2021-05455,210 FAIRLAWN Dr,060 248503300,SFD,0.0,-1.0
B2022-05140,29 FAIRLAWN Dr,060 248603000,ADU,-1.0,-1.0
B2022-05164,9 WILSON Cir,060 249000601,ADU,0.0,0.0
B2022-03348,17 SENIOR Ave,060 249002201,ADU,0.0,0.0
B2019-04898,1490 GRIZZLY PEAK Blvd,060 249003000,SFD,0.0,0.0
B2022-04593,1480 SUMMIT Rd,060 249303700,ADU,0.0,0.0
B2022-00064,1449 GRIZZLY PEAK Blvd,060 249304500,SFD,0.0,0.0
B2022-00332,1108 EUCLID Ave,061 255103100,SFD,0.0,-1.0
B2022-03380,1114 EUCLID Ave,061 255103400,ADU,0.0,0.0
B2022-05187,1188 ARCH St,061 255601700,ADU,0.0,0.0
B2022-02714,1106 OXFORD St,061 255800900,SFD,-3.0,-3.0
B2019-05588,1141 SHATTUCK Ave,061 256102700,SFD,0.0,0.0
B2022-02166,1927 HOPKINS St,061 256900800,SFD,0.0,0.0
B2022-03010,1117 THE ALAMEDA,061 257301200,ADU,0.0,0.0
B2021-03867,734 CONTRA COSTA Ave,061 257500202,SFD,-1.0,0.0
B2020-03909,844 CONTRA COSTA Ave,061 257502100,SFD,0.0,0.0
B2022-03172,820 ARLINGTON Ave,061 257601800,ADU,0.0,0.0
B2022-01677,955 MENDOCINO Ave,061 257702400,SFD,-1.0,-1.0
B2022-01347,83 SAN MATEO Rd,061 257800800,SFD,0.0,0.0
B2022-06029,170 MONTROSE Rd,061 258202600,ADU,0.0,0.0
B2021-04760,876 SPRUCE St,061 258203801,SFD,0.0,-1.0
B2021-05283,825 SHATTUCK Ave,061 258400800,SFD,-1.0,-1.0
B2021-00343,2051 LOS ANGELES Ave,061 258600800,SFD,0.0,0.0
B2022-02280,940 OXFORD St,061 258701300,SFD,0.0,0.0
B2022-03617,1043 OXFORD St,061 258803400,ADU,0.0,0.0
B2022-05069,111 SOUTHAMPTON Ave,061 259800600,SFD,0.0,-1.0
B2022-02554,757 SAN DIEGO Rd,061 259802500,SFD,-1.0,-1.0
B2022-01381,1131 FRESNO Ave,061 260502900,SFD,0.0,-1.0
B2022-00382,1611 BEVERLY Pl,061 260604500,SFD,0.0,0.0
B2022-05065,1737 MARIN Ave,061 261301200,ADU,0.0,0.0
B2022-05583,1756 MARIN Ave,061 261503300,ADU,0.0,0.0
B2021-05623,1030 COLUSA Ave,061 261600600,SFD,-1.0,-1.0
B2021-04790,1020 SIERRA St,061 261800500,SFD,-1.0,0.0
B2022-05381,738 NEILSON St,062 284900600,ADU,0.0,0.0
B2022-05851,654 NEILSON St,062 286000900,ADU,0.0,-1.0
B2022-03162,645 NEILSON St,062 286802500,ADU,0.0,0.0
B2021-01234,1635 TACOMA Ave,062 287201300,SFD,0.0,0.0
B2022-00406,841 PERALTA Ave,062 287401500,SFD,-1.0,-1.0
B2021-03029,1625 SAN LORENZO Ave,062 287501100,SFD,1.0,0.0
B2022-03114,713 PERALTA Ave,062 287602200,ADU,-1.0,-1.0
B2022-03131,1633 PORTLAND Ave,062 287700900,SFD,0.0,0.0
B2021-05682,650 COLUSA Ave,062 287802800,SFD,-3.0,-3.0
B2021-04310,1860 CAPISTRANO Ave,062 288503400,SFD,0.0,0.0
B2022-03316,1834 TACOMA Ave,062 288703000,ADU,0.0,0.0
B2022-01883,1811 CAPISTRANO Ave,062 288901900,SFD,-1.0,-1.0
B2019-05637,1858 SAN LORENZO Ave,062 288903100,SFD,0.0,0.0
B2022-03139,683 VINCENTE Ave,062 289001500,ADU,0.0,0.0
