JURS_TRACKING_ID,STREET_ADDRESS,APN,UNIT_CAT,co_units_d5,bp_units_d5
B2021-05749,1639 OREGON St,053 167400500,SFD,0.0,0.0
B2022-04445,2817 CALIFORNIA St,053 167401600,SFD,0.0,0.0
B2022-03008,1719 OREGON St,053 167501500,SFD,0.0,0.0
B2023-03062,1712 STUART St,053 167502700,SFD,0.0,0.0
B2023-04921,1800 STUART St,053 167700100,SFD,0.0,0.0
B2023-02412-REV01,2832 MILVIA St,053 167900300,SFD,0.0,0.0
B2023-06052,2815 FULTON St,053 168801900,SFD,0.0,0.0
B2022-06051,2809 FULTON St,053 168802000,SFD,0.0,0.0
B2023-04281,2830 REGENT St,053 169100200,SFD,0.0,0.0
B2023-02289,2824 BENVENUE Ave,053 169401000,SFD,0.0,0.0
B2023-02646,2635 RUSSELL St,053 169501500,SFD,0.0,0.0
B2023-02943,2801 PIEDMONT Ave,053 169800100,SFD,0.0,0.0
B2023-02776,2819 PIEDMONT Ave,053 169801800,SFD,0.0,0.0
B2023-03936,2901 AVALON Ave,053 170103200,SFD,0.0,0.0
B2022-05216,2926 AVALON Ave,053 170103900,SFD,0.0,0.0
B2023-00032,2700 CLAREMONT Blvd,054 170200100,SFD,0.0,0.0
B2022-04351,2901 GARBER St,054 170203100,SFD,0.0,0.0
B2022-05638,2731 CLAREMONT Blvd,054 170205600,SFD,0.0,0.0
B2023-06188,3005 GARBER St,054 170207200,SFD,0.0,0.0
B2023-05795,2946 AVALON Ave,054 170210800,SFD,0.0,0.0
B2023-02282,2834 FOREST Ave,054 170501100,SFD,0.0,0.0
B2023-00475,2723 FOREST Ave,054 170800900,SFD,0.0,0.0
B2023-00302,2733 BENVENUE Ave,054 170902100,SFD,0.0,0.0
B2022-04719,2608 DERBY St,054 171000200,SFD,0.0,0.0
B2023-03041,2311 WARD St,054 171501400,SFD,0.0,0.0
B2023-04812,2324 DERBY St,054 171502700,SFD,0.0,0.0
B2022-03395,2337 WARD St,054 171503400,SFD,0.0,0.0
B2023-00879,2327 WARD St,054 171503600,SFD,0.0,0.0
B2022-04607,2220 WARD St,054 171702300,SFD,0.0,0.0
B2021-01857,2708 ELLSWORTH St,054 171800200,SFD,0.0,0.0
B2023-04843,2212 DERBY St,054 171802700,SFD,0.0,0.0
B2023-04551,2738 FULTON St,054 172000200,SFD,0.0,0.0
B2023-05958,1811 STUART St,054 172601200,SFD,0.0,0.0
B2023-03545,1814 DERBY St,054 172702300,SFD,0.0,0.0
B2023-03613,1739 WARD St,054 172800500,SFD,0.0,0.0
B2023-06318,1708 WARD St,054 172902500,SFD,0.0,0.0
B2023-00781,1728 WARD St,054 172903000,SFD,0.0,0.0
B2023-04422,1626 DERBY St,054 173103200,SFD,0.0,0.0
B2023-03708,2734 CALIFORNIA St,054 173300300,SFD,0.0,0.0
B2023-03268,1519 STUART St,054 173301400,SFD,0.0,0.0
B2023-03732,2733 SACRAMENTO St,054 173302100,SFD,0.0,0.0
B2022-03138,1412 DERBY St,054 173600400,SFD,0.0,0.0
B2023-04445,2763 DOHR St,054 173701300,SFD,0.0,0.0
B2022-05856,1217 WARD St,054 174002000,SFD,0.0,0.0
B2023-06006,2728 WALLACE St,054 174201400,SFD,0.0,0.0
B2021-00286,2724 MABEL St,054 174207300,SFD,0.0,0.0
B2023-01446,2761 MATHEWS St,054 174209700,SFD,0.0,0.0
B2023-02832,1114 DERBY St,054 174300300,SFD,0.0,0.0
B2022-05546,1034 CARLETON St,054 174400400,SFD,0.0,0.0
B2023-05108,940 DWIGHT Way,054 177801900,SFD,0.0,0.0
B2023-02570,1118 BLAKE St,054 178402100,SFD,0.0,0.0
B2023-00400,1220 CARLETON St,054 178702200,SFD,-1.0,-1.0
B2022-01338,1223 PARKER St,054 178900600,SFD,0.0,0.0
B2023-05163,1208 BLAKE St,054 178901700,SFD,0.0,0.0
B2023-02340,1220 BLAKE St,054 178902100,SFD,0.0,0.0
B2023-02696,1325 PARKER St,054 179000700,SFD,0.0,0.0
B2021-05335,1311 CARLETON St,054 179101500,SFD,0.0,0.0
B2022-05945,1304 PARKER St,054 179102200,SFD,0.0,0.0
B2021-01892,1321 DERBY St,054 179201300,SFD,0.0,0.0
B2023-03665,1311 DERBY St,054 179201600,SFD,0.0,0.0
B2018-00134,1415 CARLETON St,054 179401100,SFD,0.0,0.0
B2020-03991,2500 SACRAMENTO St,054 179600100,SFD,0.0,0.0
B2023-00313,1451 BLAKE St,054 179601200,SFD,0.0,0.0
B2023-00474,1411 BLAKE St,054 179601600,SFD,0.0,0.0
B2023-00691,1405 BLAKE St,054 179601700,SFD,0.0,0.0
B2023-02342,2506 CALIFORNIA St,054 179700300,SFD,0.0,1.0
B2023-02095,1521 PARKER St,054 180001300,SFD,0.0,0.0
B2022-04645,1530 BLAKE St,054 180002700,SFD,-1.0,0.0
B2023-00357,1536 BLAKE St,054 180002900,SFD,0.0,0.0
B2023-01195,1518 PARKER St,054 180102300,SFD,0.0,0.0
B2023-06169,1623 DERBY St,054 180301000,SFD,0.0,0.0
B2022-05313,1630 BLAKE St,054 180503100,SFD,0.0,0.0
B2023-00245,1619 BLAKE St,054 180601200,SFD,0.0,0.0
B2022-03023,1722 DWIGHT Way,054 180702800,SFD,0.0,0.0
B2022-02312,1733 BLAKE St,054 180703500,SFD,0.0,0.0
B2023-06399,2629 MCGEE Ave,054 181002302,SFD,0.0,0.0
B2022-05445,2633 GRANT St,054 181101300,SFD,0.0,0.0
B2023-02789,1823 BLAKE St,054 181400800,SFD,0.0,0.0
B2022-01697,1343 PARKER St,054-1790-003,SFD,0.0,0.0
B2022-04519,1911 PARKER St,055 181601500,SFD,0.0,-1.0
B2023-05741,1924 PARKER St,055 181702800,SFD,0.0,0.0
B2022-04155,2023 PARKER St,055 182101100,SFD,0.0,0.0
B2021-02404,2000 DWIGHT Way,055 182201800,5+,0.0,113.0
B2023-03082,2125 CARLETON St,055 182501000,SFD,0.0,0.0
B2023-05947,2201 DERBY St,055 182701400,SFD,0.0,0.0
B2022-04591,2233 PARKER St,055 182900600,SFD,0.0,0.0
B2023-01099,2212 BLAKE St,055 182901900,SFD,0.0,0.0
B2023-04613,2240 BLAKE St,055 182902701,SFD,0.0,0.0
B2023-05329,2211 BLAKE St,055 183001300,SFD,0.0,0.0
B2023-03349,2537 ELLSWORTH St,055 183201700,SFD,0.0,0.0
B2023-03162,2550 DANA St,055 183207500,SFD,0.0,0.0
B2023-01080,2550 DANA St,055 183207600,SFD,0.0,0.0
B2023-02035,2550 DANA St,055 183208500,SFD,0.0,0.0
B2023-01867,2550 DANA St,055 183208600,SFD,0.0,0.0
B2023-02036,2550 DANA St,055 183209000,SFD,0.0,0.0
B2023-01869,2550 DANA St,055 183210100,SFD,0.0,0.0
B2023-01870,2550 DANA St,055 183210600,SFD,0.0,0.0
B2023-01868,2550 DANA St,055 183210700,SFD,0.0,0.0
B2023-03091,2550 DANA St,055 183211900,SFD,0.0,0.0
B2022-05443,2300 CARLETON St,055 183402300,SFD,0.0,0.0
B2023-05308,2409 PARKER St,055 183701900,SFD,0.0,0.0
B2022-04799,2600 HILLEGASS Ave,055 184100400,SFD,0.0,0.0
B2023-01958,2610 HILLEGASS Ave,055 184100600,SFD,0.0,0.0
B2023-05543,2511 PARKER St,055 184201801,SFD,0.0,0.0
B2023-03680,2615 DERBY St,055 184401800,SFD,0.0,0.0
B2022-03771,2617 HILLEGASS Ave,055 184402600,SFD,0.0,0.0
B2023-04522,2615 HILLEGASS Ave,055 184402700,SFD,0.0,0.0
B2023-05939,2607 HILLEGASS Ave,055 184402800,SFD,0.0,0.0
B2023-01390,2601 COLLEGE Ave,055 184805800,SFD,0.0,0.0
B2023-01295,2629 COLLEGE Ave,055 184807100,SFD,-1.0,-1.0
B2023-03098,2805 PARKER St,055 185101400,SFD,0.0,0.0
B2022-04156,2995 DWIGHT Way,055 185303500,SFD,0.0,0.0
B2023-04395,40 ARDEN Rd,055 186202503,SFD,0.0,0.0
B2023-04244,50 ARDEN Rd,055 186202600,SFD,0.0,0.0
B2023-03372,59 ARDEN Rd,055 186203700,SFD,0.0,0.0
B2023-03056,2310 PROSPECT St,055 186300200,SFD,0.0,0.0
B2023-03077,2737 DWIGHT Way,055 186700600,SFD,0.0,0.0
B2023-06328,2321 DWIGHT Way,055 188200700,SFD,0.0,0.0
B2023-00415,2000 DURANT Ave,055 189501501,SFD,0.0,0.0
B2023-00910,2409 M L KING JR Way,055 189901700,SFD,0.0,0.0
B2023-00252,1847 CHANNING Way,055 190100900,SFD,0.0,0.0
B2022-02992,2337 MCKINLEY Ave,055 190101600,SFD,0.0,0.0
B2023-01516,1841 DWIGHT Way,055 190201700,SFD,0.0,0.0
B2022-03342,1814 CHANNING Way,055 190300200,SFD,0.0,0.0
B2022-05926,1825 CHANNING Way,055 190401500,SFD,0.0,0.0
B2023-03470,2300 GRANT St,055 190500600,SFD,-1.0,-1.0
B2023-00468,2304 GRANT St,055 190500700,SFD,0.0,0.0
B2023-05349,2404 GRANT St,055 190600600,SFD,0.0,0.0
B2021-01475,2410 GRANT St,055 190600800,SFD,0.0,0.0
B2021-03348,2326 ROOSEVELT Ave,055 190801200,SFD,0.0,0.0
B2020-03314,2338 MCGEE Ave,055 190901600,SFD,0.0,0.0
B2023-03084,1633 CHANNING Way,055 190902200,SFD,0.0,0.0
B2022-05151,1619 DWIGHT Way,055 191101600,SFD,0.0,0.0
B2022-04886,2435 CALIFORNIA St,055 191102200,SFD,0.0,0.0
B2022-01342,2436 SPAULDING Ave,055 191401500,SFD,0.0,0.0
B2023-01379,2333 SACRAMENTO St,055 191405500,SFD,0.0,0.0
B2022-06022,2327 SACRAMENTO St,055 191405800,SFD,0.0,0.0
B2023-04625,2339 EDWARDS St,056 191502300,SFD,0.0,0.0
B2022-05595,2306 ACTON St,056 191700500,SFD,0.0,0.0
B2023-00365,2436 EDWARDS St,056 191901600,SFD,-1.0,-1.0
B2023-02208,2431 ACTON St,056 191902600,SFD,0.0,0.0
B2022-06095,1314 CHANNING Way,056 192000500,SFD,0.0,0.0
B2022-00504,1351 DWIGHT Way,056 192101300,SFD,-1.0,0.0
B2023-02255,2322 VALLEY St,056 192301000,SFD,0.0,0.0
B2023-05793,2319 BROWNING St,056 192403200,SFD,0.0,0.0
B2022-04004,2340 BROWNING St,056 192501500,SFD,0.0,0.0
B2023-04585,2348 BROWNING St,056 192501600,SFD,0.0,0.0
B2023-01722,2324 CURTIS St,056 192600700,SFD,0.0,0.0
B2023-02752,1132 CHANNING Way,056 192900300,SFD,0.0,0.0
B2021-01965,2427 BROWNING St,056 193102900,SFD,0.0,0.0
B2023-04441,2320 TENTH St,056 193401101,SFD,0.0,0.0
B2023-01278,2435 NINTH St,056 193502500,SFD,0.0,0.0
B2023-01960,2423 EIGHTH St,056 193602700,SFD,0.0,0.0
B2023-00985,904 BANCROFT Way,056 193800200,SFD,0.0,0.0
B2023-02112,2340 EIGHTH St,056 193801500,SFD,0.0,0.0
B2023-01827,919 CHANNING Way,056 193801700,SFD,0.0,0.0
B2023-03452,907 CHANNING Way,056 193802100,SFD,0.0,0.0
B2022-05938,2329 SEVENTH St,056 193802700,SFD,0.0,0.0
B2023-00880,922 CHANNING Way,056 193900600,SFD,0.0,0.0
B2022-01163,2421 SEVENTH St,056 193903100,SFD,0.0,0.0
B2022-05673,2330 SEVENTH St,056 194101000,SFD,0.0,0.0
B2023-00296,2112 SIXTH St,056 196200800,SFD,0.0,0.0
B2022-04862,2128 SEVENTH St,056 196501200,SFD,-1.0,0.0
B2022-06018,830 ADDISON St,056 196502600,SFD,0.0,0.0
B2023-05396,2233 SEVENTH St,056 196902600,SFD,0.0,0.0
B2023-05125,941 BANCROFT Way,056 197001000,SFD,0.0,0.0
B2022-02350,2118 NINTH St,056 197100900,SFD,0.0,0.0
B2023-03543,2122 NINTH St,056 197101000,SFD,0.0,0.0
B2023-03155,2026 NINTH St,056 197204000,SFD,0.0,0.0
B2023-00851,2227 TENTH St,056 197602600,SFD,0.0,0.0
B2023-01389,2214 CURTIS St,056 198400900,SFD,0.0,0.0
B2023-03910,1125 BANCROFT Way,056 198402100,SFD,0.0,0.0
B2023-05286,2221 BYRON St,056 198402700,SFD,0.0,0.0
B2023-02965,2125 BYRON St,056 198502500,SFD,0.0,0.0
B2023-04219,2111 BYRON St,056 198502900,SFD,0.0,0.0
B2021-01051,2212 BROWNING St,056 198700800,SFD,0.0,0.0
B2023-04716,2230 BROWNING St,056 198701500,SFD,0.0,0.0
B2023-01208,2134 BONAR St,056 198901300,SFD,0.0,0.0
B2023-03556,2109 BROWNING St,056 198902900,SFD,0.0,0.0
B2023-04908,1323 ADDISON St,056 199503000,SFD,0.0,0.0
B2023-00469,1426 ADDISON St,056 199700900,SFD,0.0,0.0
B2023-05954,1410 ALLSTON Way,056 199800302,SFD,0.0,0.0
B2023-04529,1465 BANCROFT Way,056 199802100,SFD,0.0,0.0
B2023-01905,1423 ACROFT Ct,056 199804000,SFD,0.0,1.0
B2023-03966,2128 SPAULDING Ave,056 200001100,SFD,0.0,0.0
B2023-06367,2116 CALIFORNIA St,056 200201100,SFD,0.0,0.0
B2022-04100,1515 ADDISON St,056 200303300,SFD,0.0,0.0
B2023-03676,2116 JEFFERSON Ave,056 200501000,SFD,0.0,0.0
B2023-02456,1736 ADDISON St,056 201200400,SFD,0.0,0.0
B2023-03238,2134 GRANT St,056 201204200,SFD,0.0,0.0
B2023-04152,2235 ROOSEVELT Ave,057 201302400,SFD,0.0,0.0
B2020-03262,2111 GRANT St,057 201502900,SFD,0.0,0.0
B2022-05761,2201 MCKINLEY Ave,057 201800100,SFD,0.0,0.0
B2023-05527,1931 CENTER St,057 202202000,SFD,0.0,0.0
B2023-01664,2270 SHATTUCK Ave,057 202800200,SFD,0.0,0.0
B2022-04623,1945 BERKELEY Way,057 205602300,SFD,0.0,0.0
B2021-01761,1720 DELAWARE St,057 206502400,SFD,0.0,0.0
B2022-05634,1435 BERKELEY Way,057 207500500,SFD,0.0,0.0
B2022-05857,1812 SACRAMENTO St,057 207602800,SFD,0.0,0.0
B2023-06197,1812 FRANKLIN St,057 207900700,SFD,0.0,0.0
B2023-04828,1285 HEARST Ave,057 208001100,SFD,0.0,0.0
B2022-06082,1907 CHESTNUT St,057 208101900,SFD,0.0,0.0
B2023-00836,1914 TENTH St,057 208900803,SFD,0.0,0.0
B2020-04540,932 DELAWARE St,057 209100200,SFD,1.0,0.0
B2022-01746,1924 EIGHTH St,057 209302400,SFD,0.0,0.0
B2022-05892,1650 SEVENTH St,058 212001100,SFD,0.0,0.0
B2022-04483,1617 SIXTH St,058 212002301,SFD,0.0,0.0
B2022-05772,1010 CEDAR St,058 212500400,SFD,0.0,0.0
B2023-03800,1630 TENTH St,058 212501400,SFD,0.0,0.0
B2023-01438,1719 NINTH St,058 212602700,SFD,0.0,0.0
B2023-03595,1727 TENTH St,058 212702300,SFD,0.0,0.0
B2022-01502,1647 TENTH St,058 212801800,SFD,0.0,0.0
B2023-00924,1181 DELAWARE St,058 213004300,SFD,0.0,0.0
B2022-05598,1298 VIRGINIA St,058 213300700,SFD,0.0,0.0
B2023-04751,1207 FRANCISCO St,058 213303100,SFD,-1.0,-1.0
B2023-03266,1607 CHESTNUT St,058 213801200,SFD,0.0,0.0
B2023-05866,1680 FRANKLIN St,058 213901000,SFD,0.0,0.0
B2023-02971,1670 FRANKLIN St,058 213901804,SFD,0.0,0.0
B2021-04594,3 VIRGINIA GARDENS,058 213902900,SFD,-1.0,0.0
B2021-05676,1347 FRANCISCO St,058 214001100,SFD,0.0,0.0
B2021-05046,1345 FRANCISCO St,058 214001201,SFD,0.0,0.0
B2023-04161,1332 FRANCISCO St,058 214100200,SFD,0.0,-1.0
B2022-03336,1360 VIRGINIA St,058 214300100,SFD,0.0,0.0
B2023-05045,1620 ACTON St,058 214401200,SFD,0.0,0.0
B2023-00248,1421 LINCOLN St,058 214501500,SFD,0.0,0.0
B2023-05580,1675 SHORT St,058 214503900,SFD,0.0,0.0
B2023-00348,1426 LINCOLN St,058 214504700,SFD,0.0,0.0
B2023-02513,1445 VIRGINIA St,058 214505800,SFD,0.0,0.0
B2023-03410,1714 CALIFORNIA St,058 215201001,SFD,0.0,0.0
B2022-01742,1517 VIRGINIA St,058 215301200,SFD,0.0,0.0
B2023-00090,1620 CALIFORNIA St,058 215400700,SFD,0.0,0.0
B2023-03524,1530 CEDAR St,058 215403200,SFD,0.0,0.0
B2022-06054,1645 VIRGINIA St,058 215600600,SFD,0.0,0.0
B2023-06020,1639 FRANCISCO St,058 215700300,SFD,0.0,0.0
B2022-02081,1604 VIRGINIA St,058 215702000,SFD,0.0,0.0
B2023-01260,1632 VIRGINIA St,058 215703000,SFD,0.0,0.0
B2023-02585,1626 FRANCISCO St,058 215803201,SFD,0.0,0.0
B2023-00849,1714 FRANCISCO St,058 215902900,SFD,0.0,0.0
B2021-04788,1710 VIRGINIA St,058 216002200,SFD,0.0,0.0
B2023-02281,1714 VIRGINIA St,058 216002300,SFD,0.0,0.0
B2023-00030,1712 LINCOLN St,058 216100300,SFD,0.0,0.0
B2022-04676,1721 VIRGINIA St,058 216100600,SFD,0.0,0.0
B2023-02860,1608 JOSEPHINE St,058 216500600,SFD,0.0,0.0
B2022-05876,1627 GRANT St,058 216502700,SFD,0.0,0.0
B2022-03922,1625 JOSEPHINE St,058 216602900,SFD,0.0,0.0
B2022-03220,1812 VIRGINIA St,058 216702100,SFD,0.0,0.0
B2023-03071,1735 M L KING JR Way,058 216902000,SFD,0.0,0.0
B2023-05149,2011 FRANCISCO St,058 217501501,SFD,0.0,0.0
B2023-02656,1704 WALNUT St,058 217700400,SFD,0.0,0.0
B2022-04126,1632 WALNUT St,058 217801200,SFD,0.0,0.0
B2023-03276,1643 WALNUT St,058 217901800,SFD,0.0,0.0
B2023-05249,1771 SPRUCE St,058 218203200,SFD,0.0,0.0
B2022-04606,1625 OXFORD St,058 218302200,SFD,0.0,0.0
B2022-02135,2369 LE CONTE Ave,058 218900200,SFD,0.0,0.0
B2022-02121,2363 LE CONTE Ave,058 218900300,SFD,0.0,0.0
B2021-03440,1828 EUCLID Ave,058 219100200,2-4,0.0,2.0
B2023-02316,2479 LE CONTE Ave,058 219300300,SFD,0.0,0.0
B2023-04922,1626 LE ROY Ave,058 219600400,SFD,0.0,0.0
B2023-04222,1755 LE ROY Ave,058 220500100,SFD,0.0,0.0
B2023-05876,2702 VIRGINIA St,058 220700202,SFD,0.0,0.0
B2022-05022,1675 LA LOMA Ave,058 220800105,SFD,0.0,0.0
B2023-06015,1665 LE ROY Ave,058 220902300,SFD,0.0,0.0
B2023-00375,2644 CEDAR St,058 221000200,SFD,0.0,0.0
B2022-05114,2805 HILGARD Ave,058 221200400,SFD,0.0,0.0
B2023-01645,7 PARNASSUS Ct,058 223202300,SFD,0.0,0.0
B2023-01268,2838 BUENA VISTA Way,058 224207601,SFD,0.0,0.0
B2021-05572,1590 LA VEREDA Rd,058 224211400,SFD,0.0,0.0
B2023-01634,1425 GREENWOOD Ter,058 224300107,SFD,0.0,0.0
B2023-05500,9 GREENWOOD COMMON,058 224400210,SFD,0.0,0.0
B2023-04296,2365 CEDAR St,059 225201200,SFD,0.0,0.0
B2022-00550,1446 SCENIC Ave,059 225302300,SFD,0.0,0.0
B2023-03724,2273 VINE St,059 225401600,SFD,0.0,0.0
B2023-00244,1425 SPRUCE St,059 225402400,SFD,0.0,0.0
B2023-01263,1436 OXFORD St,059 225801300,SFD,0.0,0.0
B2023-00050,1401 WALNUT St,059 225803000,SFD,0.0,0.0
B2022-05987,1420 HENRY St,059 226500900,SFD,-2.0,-2.0
B2023-03230,1404 HENRY St,059 226503600,SFD,0.0,0.0
B2022-04341,1404 HENRY St,059 226503700,SFD,0.0,0.0
B2023-00228,1927 VINE St,059 226603600,SFD,0.0,0.0
B2023-03778,1429 BONITA Ave,059 226603900,SFD,0.0,0.0
B2023-02826,1512 BONITA Ave,059 226800900,SFD,0.0,0.0
B2022-05592,1429 JOSEPHINE St,059 227002600,SFD,0.0,0.0
B2023-04621,1434 GRANT St,059 227401600,SFD,0.0,0.0
B2021-03962,1411 EDITH St,059 227403000,SFD,0.0,0.0
B2022-04583,1518 GRANT St,059 227501001,SFD,0.0,0.0
B2023-02934,1709 CEDAR St,059 227601800,SFD,0.0,0.0
B2017-02518,1525 MCGEE Ave,059 227602300,SFD,0.0,0.0
B2023-02371,1512 EDITH St,059 227701200,SFD,0.0,0.0
B2023-04199,1507 NORTH St,059 227701800,SFD,0.0,0.0
B2023-03677,1528 MCGEE Ave,059 227801800,SFD,0.0,0.0
B2022-04537,1645 CEDAR St,059 227802000,SFD,-1.0,0.0
B2023-05094,1627 CEDAR St,059 227802600,SFD,0.0,0.0
B2023-06225,1715 VINE St,059 228200800,SFD,0.0,-1.0
B2023-03342,1716 BUENA Ave,059 228201900,SFD,0.0,0.0
B2023-00172,1406 EDITH St,059 228203600,SFD,0.0,0.0
B2023-04610,1720 ROSE St,059 228302400,SFD,0.0,0.0
B2022-00822,1427 HOLLY St,059 228401500,SFD,0.0,0.0
B2023-00752,1532 HOLLY St,059 228502200,SFD,0.0,0.0
B2022-06053,1547 SACRAMENTO St,059 228503000,SFD,0.0,0.0
B2023-03015,1520 JUANITA Way,059 228601100,SFD,0.0,0.0
